device_type,brand,model,release_year,os,form_factor,cpu_brand,cpu_model,cpu_tier,cpu_cores,cpu_threads,cpu_base_ghz,cpu_boost_ghz,gpu_brand,gpu_model,gpu_tier,vram_gb,ram_gb,storage_type,storage_gb,storage_drive_count,display_type,display_size_in,resolution,refresh_hz,battery_wh,charger_watts,psu_watts,wifi,bluetooth,weight_kg,warranty_months,price
Desktop,ASUS,ASUS Arena 51V,2023,Windows,ATX,AMD,AMD Ryzen 3 4196,1,4,8,2.4,3.3,NVIDIA,RTX 40 50,1,4,8,HDD,512,2,Mini-LED,27.0,3840x2160,60,0,0,550,Wi-Fi 6E,5.1,8.0,36,1341.99
Desktop,Lenovo,Lenovo Creator VT2,2024,Windows,ATX,Intel,Intel i9-11930,6,24,48,3.4,4.4,AMD,RX 6000 90,6,16,136,NVMe,512,2,OLED,27.0,1920x1080,60,0,0,850,Wi-Fi 6,5.0,11.0,24,2670.99
Laptop,Acer,Acer Pro CM8,2020,macOS,Ultrabook,AMD,AMD Ryzen 7 3665,5,18,36,2.8,3.6,Apple,Apple Integrated,4,4,64,Hybrid,1024,1,OLED,14.0,2560x1600,90,80,90,0,Wi-Fi 6,5.2,2.37,24,2890.99
Laptop,Gigabyte,Gigabyte Stealth VLR,2021,Windows,2-in-1,Intel,Intel i3-12877,1,4,6,2.0,2.9,NVIDIA,RTX 20 50,1,4,16,NVMe,1024,1,Mini-LED,14.0,1920x1080,60,80,90,0,Wi-Fi 6,5.0,2.37,12,1284.99
Laptop,HP,HP Zen 729,2021,Windows,2-in-1,AMD,AMD Ryzen 3 5276,1,4,6,2.0,3.1,Intel,Arc A310,1,2,8,SSD,2048,2,OLED,16.0,2880x1800,240,50,120,0,Wi-Fi 5,5.2,1.53,36,1606.99
Laptop,Apple,Apple Think FZC,2025,Windows,Gaming,Apple,Apple M1,5,16,16,2.8,3.8,Apple,Apple Integrated,5,0,96,SSD,512,2,LED,14.0,2560x1600,240,99,65,0,Wi-Fi 5,5.0,1.37,12,3264.99
Laptop,Acer,Acer Creator WNR,2025,Windows,Ultrabook,Intel,Intel i9-10799,6,24,48,3.0,4.1,NVIDIA,RTX 30 90,6,16,128,NVMe,512,1,LED,15.6,1920x1080,120,70,120,0,Wi-Fi 6E,5.2,1.3,24,2665.99
Desktop,Lenovo,Lenovo Strix S3Q,2021,Windows,Micro-ATX,AMD,AMD Ryzen 7 6496,4,12,24,3.0,3.9,NVIDIA,RTX 40 70,3,8,32,SSD,256,2,QLED,34.0,1920x1080,165,0,0,300,Wi-Fi 5,5.0,10.0,24,1927.99
Desktop,MSI,MSI Forge E3B,2022,Windows,ATX,AMD,AMD Ryzen 7 6194,4,14,28,3.0,3.9,NVIDIA,RTX 30 80 Ti,5,12,64,SSD,1024,4,IPS,27.0,2560x1440,90,0,0,650,Wi-Fi 6,5.0,4.0,24,2364.99
Desktop,Dell,Dell Creator UUH,2023,Windows,ATX,AMD,AMD Ryzen 3 6347,1,4,8,2.4,3.2,NVIDIA,RTX 40 50,1,4,8,NVMe,512,1,LED,27.0,3840x2160,165,0,0,650,Wi-Fi 6,4.2,6.0,24,1340.99
Laptop,ASUS,ASUS Think P0C,2023,macOS,Ultrabook,Intel,Intel i5-13930,3,8,16,2.4,3.5,NVIDIA,RTX 40 50,1,4,16,NVMe,256,1,LED,17.3,1920x1080,60,56,120,0,Wi-Fi 6E,5.0,1.44,12,1495.99
Laptop,Dell,Dell Nitro LZQ,2019,Linux,Workstation,Intel,Intel i7-12828,4,12,24,2.6,3.6,Intel,Arc A700,4,0,64,SSD,512,1,Mini-LED,14.0,1920x1080,144,56,90,0,Wi-Fi 6,4.2,1.87,24,2111.99
Desktop,Lenovo,Lenovo Arena 6HQ,2021,Windows,ATX,Intel,Intel i7-14447,4,12,24,3.0,3.8,NVIDIA,RTX 30 80,4,10,64,NVMe,256,4,LED,24.0,2560x1440,120,0,0,650,Wi-Fi 5,5.1,10.0,12,1610.99
Desktop,Dell,Dell Creator FTZ,2021,Windows,ATX,Intel,Intel i7-10577,4,12,22,3.0,4.1,AMD,RX 7000 70,3,8,32,HDD,512,1,OLED,24.0,2560x1440,120,0,0,650,Wi-Fi 7,5.2,8.0,36,1777.99
Laptop,Samsung,Samsung Creator 1CV,2018,macOS,Gaming,Intel,Intel i3-12675,1,6,12,2.0,2.9,NVIDIA,RTX 30 50,1,4,24,Hybrid,512,1,LED,15.6,2880x1800,90,60,120,0,Wi-Fi 6E,4.2,1.5,24,1380.99
Laptop,HP,HP Zen 1F6,2020,Windows,Gaming,Intel,Intel i5-14521,2,6,12,2.2,3.2,NVIDIA,RTX 40 50,1,4,8,Hybrid,2048,1,LED,13.3,1920x1080,60,70,45,0,Wi-Fi 6E,5.2,1.12,12,1090.99
Desktop,HP,HP Think 1P0,2022,Windows,ATX,AMD,AMD Ryzen 5 7742,2,10,20,2.6,3.6,NVIDIA,RTX 40 60,2,6,16,SSD,512,1,LED,27.0,1920x1080,144,0,0,550,Wi-Fi 6E,4.2,4.0,24,1198.99
Laptop,MSI,MSI Stealth LP1,2018,Windows,Ultrabook,AMD,AMD Ryzen 7 6309,4,12,24,2.6,3.4,NVIDIA,RTX 40 80,4,10,64,Hybrid,1024,1,OLED,17.3,2880x1800,60,80,90,0,Wi-Fi 7,5.2,2.14,12,2546.99
Desktop,Samsung,Samsung Strix C3P,2023,Windows,Mini-ITX,Intel,Intel i7-10998,5,18,36,3.2,4.1,NVIDIA,RTX 30 80 Ti,5,12,96,Hybrid,512,3,QLED,27.0,1920x1080,90,0,0,650,Wi-Fi 6,5.2,6.0,12,2255.99
Desktop,HP,HP Forge A05,2023,macOS,ATX,Intel,Intel i7-12749,4,14,28,3.0,4.0,AMD,RX 7000 80 XT,5,12,64,NVMe,1024,2,LED,32.0,1920x1080,60,0,0,650,Wi-Fi 5,5.0,6.0,12,2528.99
Laptop,Samsung,Samsung Nitro VY8,2024,Windows,Gaming,AMD,AMD Ryzen 3 3539,1,6,10,2.0,2.8,NVIDIA,RTX 30 50,1,4,8,Hybrid,1024,1,Mini-LED,16.0,2560x1600,60,56,120,0,Wi-Fi 6,5.0,1.53,24,1659.99
Laptop,ASUS,ASUS Legion RTH,2019,Windows,Gaming,Intel,Intel i5-11804,3,8,16,2.4,3.2,NVIDIA,RTX 40 60,2,6,16,HDD,1024,1,IPS,17.3,3840x2160,165,60,90,0,Wi-Fi 5,5.1,1.44,36,1647.99
Laptop,MSI,MSI Nitro AXX,2022,macOS,Gaming,AMD,AMD Ryzen 7 7495,4,12,24,2.6,3.6,AMD,RX 7000 80 XT,5,12,64,SSD,512,1,LED,15.6,3840x2160,90,50,65,0,Wi-Fi 6,5.1,2.0,36,2950.99
Desktop,MSI,MSI Pro OKH,2021,Windows,ATX,AMD,AMD Ryzen 7 3922,5,18,34,3.2,4.0,NVIDIA,RTX 30 80 Ti,5,12,96,SSD,512,3,IPS,34.0,2560x1440,120,0,0,550,Wi-Fi 6,5.0,8.0,36,2284.99
Laptop,Lenovo,Lenovo Slim CQA,2020,Windows,Gaming,AMD,AMD Ryzen 5 6732,3,8,16,2.4,3.2,NVIDIA,RTX 40 70,3,8,32,SSD,1024,1,IPS,15.6,3840x2160,144,60,90,0,Wi-Fi 5,5.3,1.5,12,2083.99
Laptop,Lenovo,Lenovo Stealth U2S,2020,Windows,Ultrabook,Intel,Intel i3-14870,1,6,12,2.0,3.0,NVIDIA,RTX 30 50,1,4,8,Hybrid,2048,2,OLED,15.6,2560x1600,144,90,240,0,Wi-Fi 6,5.2,1.7,24,1530.99
Laptop,ASUS,ASUS Pro AHR,2023,Windows,Mainstream,Intel,Intel i7-11775,4,12,24,2.6,3.4,Apple,Apple Integrated,3,0,32,Hybrid,512,2,LED,14.0,3840x2160,165,70,65,0,Wi-Fi 6,5.1,1.17,24,2073.99
Laptop,Samsung,Samsung Blade BYR,2022,Windows,Ultrabook,AMD,AMD Ryzen 7 6790,4,14,28,2.6,3.5,NVIDIA,RTX 20 70,3,8,32,NVMe,512,1,QLED,17.3,1920x1080,60,70,65,0,Wi-Fi 6E,5.0,1.64,12,2175.99
Desktop,Dell,Dell Cube T9M,2024,Windows,Mini-ITX,AMD,AMD Ryzen 7 3369,4,14,28,3.0,4.1,NVIDIA,RTX 40 80,4,10,64,SSD,2048,2,IPS,32.0,1920x1080,120,0,0,650,Wi-Fi 6,5.2,12.0,48,2023.99
Laptop,Apple,Apple Blade 8LH,2025,macOS,Workstation,Apple,Apple M3,5,16,16,2.8,3.8,Apple,Apple Integrated,4,4,64,NVMe,1024,1,LED,14.0,1920x1080,60,90,65,0,Wi-Fi 6E,5.1,2.37,24,2865.99
Laptop,Apple,Apple Think GEP,2021,ChromeOS,2-in-1,Apple,Apple M3 Max,5,16,16,2.8,3.6,Apple,Apple Integrated,5,2,96,SSD,1024,1,IPS,13.3,2880x1800,120,80,45,0,Wi-Fi 6,5.0,1.52,12,2771.99
Laptop,Apple,Apple Zen MV5,2021,Windows,2-in-1,Apple,Apple M1 Pro,5,18,18,2.8,3.7,Apple,Apple Integrated,4,4,72,Hybrid,2048,1,LED,16.0,1920x1080,120,70,65,0,Wi-Fi 6E,5.2,2.03,12,2635.99
Desktop,Dell,Dell Creator 744,2023,Windows,ATX,AMD,AMD Ryzen 5 6673,2,6,12,2.6,3.6,AMD,RX 7000 70,3,8,16,NVMe,1024,2,QLED,24.0,3840x2160,240,0,0,850,Wi-Fi 7,5.0,5.0,24,1812.99
Laptop,ASUS,ASUS Pro E2R,2023,macOS,Mainstream,Intel,Intel i3-11233,1,6,12,2.0,3.0,NVIDIA,RTX 40 50,1,4,8,NVMe,256,1,Mini-LED,15.6,1920x1080,90,60,45,0,Wi-Fi 5,5.1,1.1,36,1373.99
Laptop,HP,HP Zen 9IP,2021,macOS,Gaming,AMD,AMD Ryzen 7 7267,4,14,28,2.6,3.5,AMD,RX 7000 70,3,8,32,NVMe,256,1,LED,14.0,1920x1080,60,70,90,0,Wi-Fi 6E,5.1,1.37,24,1777.99
Laptop,Acer,Acer Nitro PZ6,2025,macOS,Gaming,AMD,AMD Ryzen 5 4132,3,10,20,2.4,3.3,NVIDIA,RTX 40 70,3,8,32,NVMe,512,1,LED,14.0,1920x1080,60,70,90,0,Wi-Fi 6,5.2,1.87,24,1829.99
Laptop,HP,HP Pro GKD,2025,Windows,Gaming,AMD,AMD Ryzen 5 4352,3,10,20,2.4,3.4,NVIDIA,RTX 20 70,3,8,32,NVMe,1024,1,OLED,14.0,1920x1080,60,60,180,0,Wi-Fi 6,5.0,1.17,24,636.99
Desktop,ASUS,ASUS Arena VXW,2022,Windows,Full-Tower,Intel,Intel i5-10930,2,6,12,2.6,3.6,NVIDIA,RTX 40 50,1,4,8,HDD,512,1,QLED,27.0,2560x1440,120,0,0,650,Wi-Fi 7,5.0,8.0,36,1142.99
Laptop,Samsung,Samsung Pro D95,2020,Windows,Gaming,AMD,AMD Ryzen 7 3973,4,12,24,2.6,3.6,NVIDIA,RTX 30 80,4,10,72,SSD,256,1,IPS,15.6,3840x2160,90,60,90,0,Wi-Fi 6,5.3,1.3,12,2221.99
Desktop,Samsung,Samsung Creator NB3,2023,Windows,ATX,AMD,AMD Ryzen 3 4991,1,4,8,2.4,3.4,Apple,Apple Integrated,1,4,8,NVMe,1024,2,OLED,27.0,1920x1080,120,0,0,750,Wi-Fi 5,5.0,9.0,24,1509.99
Desktop,HP,HP Forge VVL,2024,Windows,ATX,Intel,Intel i5-10796,2,6,12,2.6,3.5,NVIDIA,RTX 30 60,2,6,16,Hybrid,1024,3,OLED,32.0,2560x1440,90,0,0,850,Wi-Fi 6E,5.0,5.0,12,1556.99
Desktop,Samsung,Samsung Think 10I,2024,Windows,ATX,AMD,AMD Ryzen 5 3378,3,8,14,2.8,3.9,NVIDIA,RTX 40 60,2,6,16,NVMe,1024,1,IPS,32.0,2560x1440,144,0,0,550,Wi-Fi 6E,5.2,4.0,24,1560.99
Laptop,Acer,Acer Legion L8G,2022,Windows,Workstation,Intel,Intel i7-12553,5,16,32,2.8,3.7,NVIDIA,RTX 30 80 Ti,5,12,96,NVMe,256,1,OLED,14.0,1920x1080,60,90,180,0,Wi-Fi 7,5.1,1.57,36,2399.99
Laptop,Gigabyte,Gigabyte Creator 7CJ,2019,Windows,Gaming,Intel,Intel i5-12444,3,8,16,2.4,3.5,AMD,RX 7000 70,3,8,32,SSD,1024,1,LED,14.0,1920x1080,60,56,65,0,Wi-Fi 5,5.0,1.57,12,1770.99
Laptop,ASUS,ASUS Zen KCO,2023,Windows,Gaming,Intel,Intel i7-11401,4,12,24,2.6,3.4,NVIDIA,RTX 40 80 Ti,5,12,64,NVMe,512,2,Mini-LED,17.3,3840x2160,90,60,90,0,Wi-Fi 5,5.2,1.64,12,2967.99
Desktop,Dell,Dell Strix CAC,2024,macOS,Full-Tower,AMD,AMD Ryzen 7 4841,4,12,22,3.0,3.9,NVIDIA,RTX 20 80,4,10,64,SSD,512,2,LED,27.0,3440x1440,120,0,0,550,Wi-Fi 6,5.2,8.0,12,2409.99
Desktop,Dell,Dell Cube OKH,2025,Windows,Full-Tower,AMD,AMD Ryzen 5 7536,2,10,20,2.6,3.5,AMD,RX 7000 70,3,8,24,SSD,512,2,OLED,24.0,2560x1440,120,0,0,1000,Wi-Fi 6,5.2,5.0,36,1861.99
Laptop,Acer,Acer Stealth PBP,2019,macOS,Mainstream,Intel,Intel i5-14678,3,8,16,2.4,3.3,NVIDIA,RTX 40 60,2,6,24,NVMe,512,1,LED,13.3,1920x1080,60,90,180,0,Wi-Fi 6E,5.0,0.92,36,1424.99
Desktop,Razer,Razer Think 5FF,2022,Windows,ATX,Intel,Intel i3-10881,1,4,8,2.4,3.4,AMD,RX 6000 50,1,4,16,SSD,1024,2,LED,34.0,3840x2160,60,0,0,850,Wi-Fi 6,5.0,11.0,12,1364.99
Desktop,Samsung,Samsung Arena 0O4,2023,macOS,ATX,Intel,Intel i7-12421,5,16,32,3.2,4.0,NVIDIA,RTX 40 90,6,16,96,SSD,256,1,OLED,24.0,1920x1080,165,0,0,550,Wi-Fi 7,5.1,4.0,12,2803.99
Desktop,HP,HP Pro AUT,2025,Windows,SFF,Intel,Intel i5-10680,2,6,12,2.6,3.7,NVIDIA,RTX 30 60,2,6,16,NVMe,1024,3,VA,27.0,2560x1440,60,0,0,1200,Wi-Fi 6,5.0,9.0,12,1509.99
Desktop,HP,HP Pro 8ZA,2021,Windows,Full-Tower,AMD,AMD Ryzen 7 7909,4,12,24,3.0,3.9,NVIDIA,RTX 20 80,4,10,64,SSD,2048,2,IPS,27.0,1920x1080,144,0,0,750,Wi-Fi 6,5.2,13.0,48,1545.99
Desktop,Dell,Dell Arena ZVO,2025,Windows,Micro-ATX,AMD,AMD Ryzen 5 4534,2,6,12,2.6,3.7,Intel,Arc A380,2,0,16,Hybrid,256,2,Mini-LED,24.0,3440x1440,165,0,0,750,Wi-Fi 6,5.2,9.0,12,1888.99
Laptop,Acer,Acer Creator IAQ,2023,Windows,Ultrabook,AMD,AMD Ryzen 3 4684,1,4,8,2.0,3.1,NVIDIA,RTX 40 50,1,4,16,NVMe,256,1,Mini-LED,14.0,1920x1080,120,60,180,0,Wi-Fi 6,5.2,1.17,36,1429.99
Laptop,ASUS,ASUS Creator T7H,2024,Windows,Gaming,Intel,Intel i3-12206,1,6,12,2.0,2.9,Apple,Apple Integrated,1,4,8,SSD,512,2,LED,13.3,2560x1600,60,90,90,0,Wi-Fi 6,5.2,2.82,12,1192.99
Desktop,Acer,Acer Station 5AM,2024,Linux,Micro-ATX,Intel,Intel i7-10934,4,14,28,3.0,4.0,Intel,Arc A700,4,0,64,SSD,1024,2,OLED,27.0,1920x1080,60,0,0,550,Wi-Fi 6,4.2,10.0,12,1670.99
Laptop,Samsung,Samsung Air X7Q,2022,ChromeOS,Gaming,Intel,Intel i3-10345,1,4,8,2.0,2.9,NVIDIA,RTX 20 60,2,6,8,Hybrid,1024,2,IPS,15.6,2560x1600,60,60,65,0,Wi-Fi 7,5.1,1.7,12,1431.99
Laptop,Apple,Apple Creator RLS,2025,macOS,Mainstream,Apple,Apple M2 Pro,2,6,6,2.2,3.0,Apple,Apple Integrated,1,2,8,HDD,1024,2,LED,15.6,1920x1080,60,70,65,0,Wi-Fi 6,5.2,1.5,36,1468.99
Desktop,MSI,MSI Forge VFY,2025,Windows,ATX,AMD,AMD Ryzen 3 3528,1,6,10,2.4,3.4,Intel,Arc A310,1,0,8,SSD,256,1,OLED,27.0,2560x1440,165,0,0,1000,Wi-Fi 6,5.3,5.0,24,1438.99
Laptop,Lenovo,Lenovo Zen LO0,2019,Windows,Mainstream,AMD,AMD Ryzen 3 3327,1,4,8,2.0,3.0,AMD,RX 6000 50,1,4,8,HDD,256,1,OLED,16.0,1920x1080,60,70,65,0,Wi-Fi 6E,5.2,1.73,12,1120.99
Laptop,Samsung,Samsung Zen YZW,2025,Windows,Gaming,AMD,AMD Ryzen 5 4207,2,6,12,2.2,3.1,NVIDIA,RTX 30 50,1,4,8,Hybrid,512,1,OLED,14.0,3840x2160,60,80,90,0,Wi-Fi 7,5.3,1.87,24,1889.99
Laptop,HP,HP Pro 8CU,2023,Linux,Gaming,AMD,AMD Ryzen 5 7883,2,6,12,2.2,3.1,Intel,Arc A580,3,2,16,SSD,2048,1,OLED,14.0,2560x1600,60,56,180,0,Wi-Fi 6,5.1,2.37,12,1817.99
Laptop,Lenovo,Lenovo Legion EO3,2022,ChromeOS,Ultrabook,Intel,Intel i7-10634,4,14,28,2.6,3.6,NVIDIA,RTX 40 80,4,10,64,NVMe,512,1,IPS,14.0,2560x1600,144,70,90,0,Wi-Fi 5,5.2,1.17,12,2253.99
Laptop,HP,HP Pro ZEK,2024,Windows,2-in-1,Intel,Intel i5-10839,2,8,16,2.2,3.3,NVIDIA,RTX 40 50,1,4,8,NVMe,1024,2,LED,16.0,3840x2160,60,80,90,0,Wi-Fi 6E,5.2,1.53,12,1549.99
Desktop,Samsung,Samsung Cube 2JV,2025,macOS,Mini-ITX,AMD,AMD Ryzen 5 3687,2,8,14,2.6,3.4,AMD,RX 6000 50,1,4,8,NVMe,256,1,LED,27.0,2560x1440,60,0,0,750,Wi-Fi 6,5.1,7.0,12,460.99
Desktop,Dell,Dell Strix XF2,2020,Windows,SFF,Intel,Intel i5-12105,3,8,16,2.8,3.6,NVIDIA,RTX 30 60,2,6,16,HDD,512,1,OLED,27.0,1920x1080,90,0,0,650,Wi-Fi 6,5.0,6.0,24,1442.99
Laptop,MSI,MSI Zen U6F,2020,Windows,Gaming,Intel,Intel i5-14651,3,8,16,2.4,3.4,NVIDIA,RTX 30 60,2,6,16,NVMe,256,1,OLED,15.6,2560x1600,90,80,120,0,Wi-Fi 6,5.0,1.5,24,1922.99
Laptop,MSI,MSI Stealth 3NO,2020,macOS,Ultrabook,AMD,AMD Ryzen 7 5288,4,12,24,2.6,3.5,AMD,RX 6000 80 XT,5,12,72,SSD,512,1,IPS,14.0,1920x1080,60,60,45,0,Wi-Fi 5,5.1,1.37,12,2587.99
Laptop,HP,HP Blade WQ2,2024,Linux,2-in-1,AMD,AMD Ryzen 3 7618,1,4,6,2.0,2.8,NVIDIA,RTX 20 50,1,4,8,Hybrid,2048,1,OLED,15.6,2560x1600,165,80,90,0,Wi-Fi 6,5.1,1.3,48,1602.99
Laptop,MSI,MSI Creator 4GY,2024,Windows,Gaming,AMD,AMD Ryzen 7 5843,4,14,28,2.6,3.7,AMD,RX 6000 70,3,8,32,Hybrid,1024,1,IPS,14.0,2560x1600,60,60,65,0,Wi-Fi 7,5.1,1.57,12,2224.99
Laptop,Lenovo,Lenovo Think 2WA,2024,Windows,Gaming,Intel,Intel i7-10816,5,16,32,2.8,3.7,NVIDIA,RTX 40 80 Ti,5,12,96,Hybrid,256,1,LED,14.0,1920x1080,90,50,240,0,Wi-Fi 5,5.0,1.37,12,2489.99
Laptop,Acer,Acer Blade 2AK,2021,Windows,Workstation,Intel,Intel i7-13383,4,12,24,2.6,3.4,NVIDIA,RTX 40 70,3,8,32,NVMe,512,1,LED,15.6,1920x1080,144,99,65,0,Wi-Fi 6E,5.2,2.5,24,2022.99
Laptop,Gigabyte,Gigabyte Legion 9AE,2023,Windows,Ultrabook,AMD,AMD Ryzen 5 7996,3,8,16,2.4,3.3,AMD,RX 6000 60,2,6,16,SSD,512,1,QLED,14.0,2560x1600,60,90,90,0,Wi-Fi 6,5.0,1.57,12,2094.99
Laptop,Dell,Dell Stealth 6AF,2025,ChromeOS,Mainstream,Intel,Intel i7-12950,5,18,36,2.8,3.9,AMD,RX 6000 80,4,10,64,NVMe,512,1,VA,16.0,1920x1080,60,70,65,0,Wi-Fi 7,5.2,1.53,12,2141.99
Laptop,Gigabyte,Gigabyte Nitro ZD6,2023,Windows,Gaming,Intel,Intel i7-11535,5,18,36,2.8,3.8,AMD,RX 6000 80 XT,5,12,104,NVMe,2048,2,LED,15.6,1920x1080,60,56,120,0,Wi-Fi 6E,5.3,1.5,24,2541.99
Desktop,Dell,Dell Pro T9Q,2024,Windows,ATX,AMD,AMD Ryzen 7 5291,5,16,32,3.2,4.0,AMD,RX 6000 80 XT,5,12,96,NVMe,1024,1,QLED,27.0,3840x2160,60,0,0,650,Wi-Fi 7,5.2,4.0,12,2565.99
Desktop,HP,HP Strix XTC,2025,Windows,Micro-ATX,AMD,AMD Ryzen 3 6756,1,4,8,2.4,3.2,NVIDIA,RTX 30 50,1,4,8,HDD,512,4,OLED,24.0,1920x1080,60,0,0,550,Wi-Fi 6,5.1,6.0,24,998.99
Laptop,Dell,Dell Slim H41,2024,Windows,Mainstream,AMD,AMD Ryzen 5 4452,3,8,16,2.4,3.4,NVIDIA,RTX 40 50,1,4,16,SSD,1024,1,LED,14.0,3840x2160,240,80,90,0,Wi-Fi 6E,5.0,1.57,24,1655.99
Desktop,ASUS,ASUS Pro 6I9,2021,Windows,Micro-ATX,Intel,Intel i3-11991,1,4,8,2.4,3.2,NVIDIA,RTX 30 50,1,4,8,NVMe,1024,2,VA,27.0,3840x2160,90,0,0,450,Wi-Fi 7,5.3,8.0,24,1233.99
Laptop,Acer,Acer Air OFD,2024,Windows,2-in-1,Intel,Intel i3-13738,1,6,12,2.0,2.8,NVIDIA,RTX 30 50,1,4,8,HDD,1024,1,QLED,15.6,3840x2160,60,90,45,0,Wi-Fi 6,5.2,1.1,12,1495.99
Desktop,Samsung,Samsung Pro RI6,2022,Windows,Mini-ITX,AMD,AMD Ryzen 3 7540,1,6,12,2.4,3.2,NVIDIA,RTX 20 50,1,4,8,NVMe,512,2,Mini-LED,32.0,2560x1440,120,0,0,650,Wi-Fi 5,5.0,15.0,12,1104.99
Desktop,ASUS,ASUS Strix F5O,2025,Windows,Micro-ATX,AMD,AMD Ryzen 3 6504,1,4,8,2.4,3.5,NVIDIA,RTX 30 50,1,4,8,Hybrid,512,1,LED,24.0,2560x1440,120,0,0,850,Wi-Fi 6E,5.3,7.0,12,1035.99
Desktop,Lenovo,Lenovo Strix PZ7,2025,macOS,Full-Tower,Intel,Intel i7-12895,4,12,24,3.0,3.9,Intel,Arc A580,3,0,32,NVMe,512,3,Mini-LED,32.0,3840x2160,165,0,0,850,Wi-Fi 6,5.1,11.0,36,2631.99
Desktop,Acer,Acer Think UEJ,2024,macOS,SFF,AMD,AMD Ryzen 3 3343,1,4,8,2.4,3.4,Apple,Apple Integrated,1,2,8,Hybrid,512,2,OLED,27.0,1920x1080,120,0,0,750,Wi-Fi 6E,5.3,5.0,12,1471.99
Desktop,Apple,Apple Cube ZZJ,2020,Windows,Micro-ATX,Apple,Apple M2,3,8,8,2.8,3.8,Apple,Apple Integrated,4,2,32,Hybrid,256,1,Mini-LED,24.0,3840x2160,60,0,0,850,Wi-Fi 5,5.0,9.0,12,2163.99
Laptop,Lenovo,Lenovo Think G3K,2022,Windows,Gaming,AMD,AMD Ryzen 7 4943,4,12,24,2.6,3.5,NVIDIA,RTX 30 80 Ti,5,12,64,SSD,1024,1,QLED,14.0,3840x2160,165,80,90,0,Wi-Fi 6E,5.0,2.37,12,3091.99
Desktop,Dell,Dell Strix J58,2025,macOS,Micro-ATX,Intel,Intel i5-12196,2,6,12,2.6,3.5,AMD,RX 6000 70,3,8,16,NVMe,512,3,QLED,27.0,1920x1080,60,0,0,450,Wi-Fi 7,4.2,8.0,48,1409.99
Laptop,Samsung,Samsung Think V57,2023,Windows,Mainstream,AMD,AMD Ryzen 5 6826,3,8,16,2.4,3.3,NVIDIA,RTX 30 60,2,6,16,SSD,1024,1,LED,15.6,3840x2160,60,80,120,0,Wi-Fi 6,5.0,2.0,24,1661.99
Laptop,HP,HP Slim 3J9,2023,Windows,Mainstream,Intel,Intel i7-11585,4,12,24,2.6,3.5,NVIDIA,RTX 40 60,2,6,32,NVMe,256,1,QLED,13.3,1920x1080,120,80,65,0,Wi-Fi 6E,5.2,1.32,36,1522.99
Desktop,Dell,Dell Cube ID5,2022,Windows,Full-Tower,Intel,Intel i5-13683,2,6,12,2.6,3.5,Intel,Arc B580,3,6,16,NVMe,1024,4,LED,32.0,1920x1080,144,0,0,650,Wi-Fi 6,5.0,6.0,24,1333.99
Laptop,Apple,Apple Creator 4NF,2023,Windows,Ultrabook,Apple,Apple M3,6,24,24,3.0,3.9,Apple,Apple Integrated,6,2,128,HDD,2048,1,LED,15.6,1920x1080,144,99,65,0,Wi-Fi 6E,5.2,1.7,12,3197.99
Laptop,Razer,Razer Creator 982,2020,Windows,Ultrabook,Intel,Intel i9-12630,6,24,48,3.0,4.0,NVIDIA,RTX 40 80 Ti,5,12,96,NVMe,256,1,QLED,14.0,1920x1080,165,60,120,0,Wi-Fi 6,5.0,1.37,12,3169.99
Laptop,Dell,Dell Slim ZEZ,2022,Linux,Gaming,AMD,AMD Ryzen 5 7975,2,6,12,2.2,3.2,Intel,Arc A380,2,4,16,HDD,1024,1,LED,15.6,1920x1080,165,56,120,0,Wi-Fi 6E,5.0,1.3,12,1200.99
Desktop,Dell,Dell Station A7F,2020,Windows,ATX,Intel,Intel i5-10466,2,6,12,2.6,3.7,Apple,Apple Integrated,1,4,8,NVMe,1024,4,IPS,24.0,1920x1080,120,0,0,450,Wi-Fi 6,5.2,10.0,24,1177.99
Laptop,Samsung,Samsung Blade 9AC,2024,Windows,2-in-1,AMD,AMD Ryzen 5 3411,2,6,12,2.2,3.1,NVIDIA,RTX 30 70,3,8,16,HDD,512,1,LED,14.0,2880x1800,120,70,90,0,Wi-Fi 6,5.3,1.87,24,1823.99
Laptop,MSI,MSI Nitro K8L,2018,Windows,Workstation,Intel,Intel i5-14384,3,8,16,2.4,3.2,NVIDIA,RTX 40 70,3,8,32,SSD,256,1,VA,15.6,2560x1600,165,60,65,0,Wi-Fi 6E,5.0,2.0,36,2376.99
Laptop,Lenovo,Lenovo Legion 6XO,2023,macOS,Mainstream,AMD,AMD Ryzen 5 5934,2,6,12,2.2,3.2,NVIDIA,RTX 30 50,1,4,8,SSD,512,1,QLED,14.0,2560x1600,90,56,90,0,Wi-Fi 6E,5.2,1.57,12,1640.99
Desktop,Lenovo,Lenovo Strix G9Y,2024,macOS,ATX,Intel,Intel i5-10966,2,8,16,2.6,3.5,AMD,RX 6000 60,2,6,16,NVMe,512,4,LED,27.0,3440x1440,60,0,0,1000,Wi-Fi 6,5.2,5.0,12,1709.99
Laptop,Acer,Acer Air 02R,2020,Windows,Ultrabook,AMD,AMD Ryzen 7 7725,4,14,28,2.6,3.7,Intel,Arc A580,3,0,32,NVMe,512,1,LED,15.6,2880x1800,120,56,65,0,Wi-Fi 7,5.2,1.7,24,1955.99
